"date","date_published","spatial_unit","cases","cases_new","cases_residents","cases_residents_new","cases_nonresidents","cases_nonresidents_new","cases_diagnostic","cases_diagnostic_new","cases_diagnostic_residents","cases_diagnostic_residents_new","cases_diagnostic_nonresidents","cases_diagnostic_nonresidents_new","cases_lst","cases_lst_new","cases_lst_residents","cases_lst_residents_new","cases_lst_nonresidents","cases_lst_nonresidents_new","cases_airport","cases_airport_new","cases_airport_residents","cases_airport_residents_new","cases_airport_nonresidents","cases_airport_nonresidents_new","cases_tracing","cases_tracing_new","cases_tracing_residents","cases_tracing_residents_new","cases_tracing_nonresidents","cases_tracing_nonresidents_new","cases_residents_prop","cases_nonresidents_prop","cases_sex_f_prop","cases_sex_m_prop","cases_sex_x_prop","cases_sex_u_prop","cases_residents_sex_f_prop","cases_residents_sex_m_prop","cases_residents_sex_x_prop","cases_residents_sex_u_prop","cases_age_mean","cases_residents_age_mean","tests","tests_new","tests_residents","tests_residents_new","tests_nonresidents","tests_nonresidents_new","tests_diagnostic","tests_diagnostic_new","tests_diagnostic_residents","tests_diagnostic_residents_new","tests_diagnostic_nonresidents","tests_diagnostic_nonresidents_new","tests_lst","tests_lst_new","tests_lst_residents","tests_lst_residents_new","tests_lst_nonresidents","tests_lst_nonresidents_new","tests_airport","tests_airport_new","tests_airport_residents","tests_airport_residents_new","tests_airport_nonresidents","tests_airport_nonresidents_new","tests_tracing","tests_tracing_new","tests_tracing_residents","tests_tracing_residents_new","tests_tracing_nonresidents","tests_tracing_nonresidents_new","tests_residents_prop","tests_nonresidents_prop","tests_sex_f_prop","tests_sex_m_prop","tests_sex_x_prop","tests_sex_u_prop","tests_residents_sex_f_prop","tests_residents_sex_m_prop","tests_residents_sex_x_prop","tests_residents_sex_u_prop","tests_age_mean","tests_residents_age_mean","tests_prop_positive","tests_residents_prop_positive","tested","tested_new","tested_residents","tested_residents_new","tested_nonresidents","tested_nonresidents_new","tested_residents_prop","tested_nonresidents_prop","tested_sex_f_prop","tested_sex_m_prop","tested_sex_x_prop","tested_sex_u_prop","deaths","deaths_new","deaths_transfer","deaths_transfer_new","deaths_hospital_prop","deaths_nonhospital_prop","deaths_sex_f_prop","deaths_sex_m_prop","deaths_sex_x_prop","deaths_sex_u_prop","deaths_age_mean","deaths_age_median","deaths_age_min","deaths_age_max","hospital_total","hospital_total_change","hospital_normal","hospital_normal_change","hospital_intensive","hospital_intensive_change","hospital_total_confirmed","hospital_total_confirmed_change","hospital_normal_confirmed","hospital_normal_confirmed_change","hospital_intensive_confirmed","hospital_intensive_confirmed_change","hospital_total_suspected","hospital_total_suspected_change","hospital_normal_suspected","hospital_normal_suspected_change","hospital_intensive_suspected","hospital_intensive_suspected_change","hospital_normal_isolated","hospital_intensive_isolated","hospital_total_transfer","hospital_total_transfer_change","hospital_normal_transfer","hospital_normal_transfer_change","hospital_intensive_transfer","hospital_intensive_transfer_change","hospital_admissions","hospital_admissions_new","hospital_admissions_new_all","hospital_admissions_new_ma7","hospital_discharges","hospital_discharges_new","hospital_discharges_new_all","hospital_discharges_new_ma7","active","active_change","active_residents","active_residents_change","recovered","recovered_new","recovered_residents","recovered_residents_change","state","flags"
2020-04-05,2020-12-08T17:40:00.000+01:00,,2916,40,2443,31,473,9,,,,,,,,,,,,,,,,,,,,,,,,,0.83855,0.16145,0.49,0.51,,,,,,,46.0,,26061,755,21534,551,4527,204,,,,,,,,,,,,,,,,,,,,,,,,,0.833565,0.166435,,,,,,,,,,,0.0519,0.0563,24460,623,20266,442,4194,181,0.828044,0.171956,,,,,36,2,1,0,,,,,,,,86.0,,,193,-13,160,-13,33,0,193,-13,160,-13,33,0,0,0,0,0,0,0,,,10,0,0,0,10,0,,,,15,153,10,15,14,2124,-81,1862,-62,755,119,545,,"local",""
2020-04-06,2020-12-08T17:40:00.000+01:00,,2993,77,2502,59,491,18,,,,,,,,,,,,,,,,,,,,,,,,,0.83434,0.16566,0.4973,0.5027,,,,,,,46.0,,27366,1305,22584,1050,4782,255,,,,,,,,,,,,,,,,,,,,,,,,,0.825189,0.174811,,,,,,,,,,,0.059,0.0562,25488,1028,21085,819,4403,209,0.826995,0.173005,,,,,38,2,1,0,,,,,,,,86.0,,,191,-2,160,0,31,-2,191,-2,160,0,31,-2,0,0,0,0,0,0,,,10,0,0,0,10,0,,,,15,169,16,43,13,2183,59,1907,45,771,16,557,,"local",""
2020-04-07,2020-12-08T17:40:00.000+01:00,,3080,87,2563,61,517,26,,,,,,,,,,,,,,,,,,,,,,,,,0.83191,0.16809,0.496,0.504,,,,,,,46.0,,28677,1311,23604,1020,5073,291,,,,,,,,,,,,,,,,,,,,,,,,,0.823844,0.176156,,,,,,,,,,,0.0664,0.0598,26618,1130,21967,882,4651,248,0.825097,0.174903,,,,,43,5,1,0,,,,,,,,86.0,,,190,-1,159,-1,31,0,190,-1,159,-1,31,0,0,0,0,0,0,0,,,10,0,0,0,10,0,,,,15,180,11,40,13,2044,-139,1800,-107,992,221,720,,"local",""
2020-04-08,2020-12-08T17:40:00.000+01:00,,3160,80,2627,64,533,16,,,,,,,,,,,,,,,,,,,,,,,,,0.83274,0.16726,0.496,0.504,,,,,,,46.0,,29867,1190,24536,932,5331,258,,,,,,,,,,,,,,,,,,,,,,,,,0.828585,0.171415,,,,,,,,,,,0.0672,0.0687,27629,1011,22753,786,4876,225,0.823286,0.176714,,,,,46,3,1,0,,,,,,,84.0,87.0,,,201,11,168,9,33,2,201,11,168,9,33,2,0,0,0,0,0,0,,,10,0,0,0,10,0,,,,14,189,9,28,12,1939,-105,1729,-71,1174,182,852,,"local",""
2020-04-09,2020-12-08T17:40:00.000+01:00,,3231,71,2684,57,547,14,,,,,,,,,,,,,,,,,,,,,,,,,0.82035,0.17965,0.495,0.505,,,,,,,46.0,,30946,1079,25399,863,5547,216,,,,,,,,,,,,,,,,,,,,,,,,,0.827701,0.172299,,,,,,,,,,,0.0658,0.066,28503,874,23451,698,5052,176,0.822498,0.177502,,,,,49,3,1,0,,,,,,,,87.0,,,192,-9,163,-5,29,-4,192,-9,163,-5,29,-4,0,0,0,0,0,0,,,10,0,0,0,10,0,,,,13,199,10,22,13,1850,-89,1669,-60,1331,157,966,,"local",""
2020-04-10,2020-12-08T17:40:00.000+01:00,,3279,48,2719,35,560,13,,,,,,,,,,,,,,,,,,,,,,,,,0.81927,0.18073,0.495,0.505,,,,,,,46.0,,31842,896,26090,691,5752,205,,,,,,,,,,,,,,,,,,,,,,,,,0.826109,0.173891,,,,,,,,,,,0.0536,0.0507,29191,688,23969,518,5222,170,0.820824,0.179176,,,,,54,5,1,0,,,,,,,,87.0,,,193,1,165,2,28,-1,193,1,165,2,28,-1,0,0,0,0,0,0,,,10,0,0,0,10,0,,,,12,216,17,43,12,1662,-188,1528,-141,1562,231,1137,,"local",""
2020-04-11,2020-12-08T17:40:00.000+01:00,,3291,12,2726,7,565,5,,,,,,,,,,,,,,,,,,,,,,,,,0.81835,0.18165,0.495,0.505,,,,,,,46.0,,32253,411,26399,309,5854,102,,,,,,,,,,,,,,,,,,,,,,,,,0.825203,0.174797,,,,,,,,,,,0.0292,0.0227,29526,335,24217,248,5309,87,0.819878,0.180122,,,,,58,4,1,0,,,,,,,,85.0,,,180,-13,150,-15,30,2,180,-13,150,-15,30,2,0,0,0,0,0,0,,,10,0,0,0,10,0,,,,12,223,7,35,11,1490,-172,1407,-121,1742,180,1261,,"local",""
2020-04-12,2020-12-08T17:40:00.000+01:00,,3310,19,2738,12,572,7,,,,,,,,,,,,,,,,,,,,,,,,,0.81835,0.18165,0.495,0.505,,,,,,,46.0,,32512,259,26607,208,5905,51,,,,,,,,,,,,,,,,,,,,,,,,,0.825061,0.174939,,,,,,,,,,,0.0734,0.0577,29742,216,24390,173,5352,43,0.819743,0.180257,,,,,62,4,1,0,,,,,,,,85.0,,,192,12,161,11,31,1,192,12,161,11,31,1,0,0,0,0,0,0,,,10,0,0,0,9,-1,,,,12,226,3,7,10,1386,-104,1345,-62,1861,119,1331,,"local",""
2020-04-13,2020-12-08T17:40:00.000+01:00,,3313,3,2741,3,572,0,,,,,,,,,,,,,,,,,,,,,,,,,0.81857,0.18143,0.495,0.505,,,,,,,46.0,,32599,87,26689,82,5910,5,,,,,,,,,,,,,,,,,,,,,,,,,0.825233,0.174767,,,,,,,,,,,0.0345,0.0366,29800,58,24443,53,5357,5,0.819897,0.180103,,,,,65,3,1,0,,,,,,,,85.0,,,172,-20,139,-22,33,2,172,-20,139,-22,33,2,0,0,0,0,0,0,,,9,-1,0,0,9,0,,,,10,239,13,17,10,1348,-38,1322,-23,1899,38,1354,,"local",""
2020-04-14,2020-12-08T17:40:00.000+01:00,,3389,76,2800,59,589,17,,,,,,,,,,,,,,,,,,,,,,,,,0.81826,0.18174,0.495,0.505,,,,,,,46.0,,34418,1819,28061,1372,6357,447,,,,,,,,,,,,,,,,,,,,,,,,,0.822646,0.177354,,,,,,,,,,,0.0418,0.0431,31243,1443,25539,1096,5704,347,0.817273,0.182727,,,,,68,3,1,0,,,,,,,,84.0,,,174,2,140,1,34,1,174,2,140,1,34,1,0,0,0,0,0,0,,,9,0,0,0,9,0,,,,10,256,17,21,11,1258,-90,1256,-66,2062,163,1476,,"local",""
2020-04-15,2020-12-08T17:40:00.000+01:00,,3439,50,2833,33,606,17,,,,,,,,,,,,,,,,,,,,,,,,,0.82172,0.17828,0.494,0.506,,,,,,,46.0,,35526,1108,28904,843,6622,265,,,,,,,,,,,,,,,,,,,,,,,,,0.821166,0.178834,,,,,,,,,,,0.0451,0.0391,32086,843,26175,636,5911,207,0.815722,0.184278,,,,,68,0,1,0,0.65,,0.43,0.57,,,83.0,85.0,53.0,96.0,159,-15,124,-16,35,1,159,-15,124,-16,35,1,0,0,0,0,0,0,,,9,0,0,0,9,0,,,,8,266,10,38,11,1194,-64,1215,-41,2176,114,1550,,"local",""
2020-04-16,2020-12-08T17:40:00.000+01:00,,3483,44,2858,25,625,19,,,,,,,,,,,,,,,,,,,,,,,,,0.82126,0.17874,0.495,0.505,,,,,,,46.0,,36719,1193,29862,958,6857,235,,,,,,,,,,,,,,,,,,,,,,,,,0.821033,0.178967,,,,,,,,,,,0.0369,0.0261,32973,887,26889,714,6084,173,0.815577,0.184423,,,,,71,3,1,0,0.671,,0.443,0.557,,,,84.5,,,170,11,138,14,32,-3,170,11,138,14,32,-3,0,0,0,0,0,0,,,9,0,0,0,9,0,,,,9,280,14,21,11,1051,-143,1136,-79,2360,184,1651,,"local",""
2020-04-17,2020-12-08T17:40:00.000+01:00,,3538,55,2902,44,636,11,,,,,,,,,,,,,,,,,,,,,,,,,0.82188,0.17812,0.493,0.507,,,,,,,46.0,,37993,1274,30894,1032,7099,242,,,,,,,,,,,,,,,,,,,,,,,,,0.820926,0.179074,,,,,,,,,,,0.0432,0.0429,33925,952,27662,773,6263,179,0.815118,0.184882,,,,,71,0,1,0,0.671,,0.443,0.557,,,,84.5,,,154,-16,124,-14,30,-2,154,-16,124,-14,30,-2,0,0,0,0,0,0,,,9,0,0,0,9,0,,,,9,291,11,22,11,986,-65,1082,-54,2480,120,1749,,"local",""
2020-04-18,2020-12-08T17:40:00.000+01:00,,3557,19,2917,15,640,4,,,,,,,,,,,,,,,,,,,,,,,,,0.82169,0.17831,0.493,0.507,,,,,,,46.0,,38661,668,31422,528,7239,140,,,,,,,,,,,,,,,,,,,,,,,,,0.820555,0.179445,,,,,,,,,,,0.0284,0.0284,34440,515,28068,406,6372,109,0.814512,0.185488,,,,,74,3,1,0,0.6,,0.467,0.533,,,,85.0,,,167,13,136,12,31,1,167,13,136,12,31,1,0,0,0,0,0,0,,,9,0,0,0,9,0,,,,9,299,8,24,11,885,-101,1009,-73,2597,117,1834,,"local",""
2020-04-19,2020-12-08T17:40:00.000+01:00,,3565,8,2920,3,645,5,,,,,,,,,,,,,,,,,,,,,,,,,0.82097,0.17903,0.493,0.507,,,,,,,46.0,,38896,235,31613,191,7283,44,,,,,,,,,,,,,,,,,,,,,,,,,0.820336,0.179664,,,,,,,,,,,0.034,0.0157,34576,136,28172,104,6404,32,0.814604,0.185396,,,,,75,1,1,0,0.68,,0.453,0.547,,,,85.0,,,162,-5,132,-4,30,-1,162,-5,132,-4,30,-1,0,0,0,0,0,0,,,8,-1,0,0,9,0,,,,9,299,0,26,10,820,-65,965,-44,2669,72,1880,,"local",""
2020-04-20,2020-12-08T17:40:00.000+01:00,,3596,31,2935,15,661,16,,,,,,,,,,,,,,,,,,,,,,,,,0.81564,0.18436,0.491,0.509,,,,,,,46.0,,40087,1191,32546,933,7541,258,,,,,,,,,,,,,,,,,,,,,,,,,0.818977,0.181023,,,,,,,,,,,0.0261,0.0161,35543,967,28910,738,6633,229,0.813014,0.186986,,,,,78,3,1,0,0.679,,0.449,0.551,,,83.0,85.0,,,161,-1,130,-2,31,1,161,-1,130,-2,31,1,0,0,0,0,0,0,,,7,-1,0,0,8,-1,,,,11,319,20,16,11,801,-19,947,-18,2716,47,1910,,"local",""
2020-04-21,2020-12-08T17:40:00.000+01:00,,3644,48,2959,24,685,24,,,,,,,,,,,,,,,,,,,,,,,,,0.81363,0.18637,0.489,0.511,,,,,,,46.0,,41141,1054,33300,754,7841,300,,,,,,,,,,,,,,,,,,,,,,,,,0.816513,0.183487,,,,,,,,,,,0.0456,0.0318,36401,858,29509,599,6892,259,0.810435,0.189565,,,,,80,2,1,0,0.654,,0.432,0.568,,,83.0,85.0,,,157,-4,126,-4,31,0,157,-4,126,-4,31,0,0,0,0,0,0,0,,,7,0,0,0,7,-1,,,,10,327,8,34,10,766,-35,902,-45,2797,81,1977,,"local",""
2020-04-22,2020-12-08T17:40:00.000+01:00,,3662,18,2968,9,694,9,,,,,,,,,,,,,,,,,,,,,,,,,0.81282,0.18718,0.489,0.511,,,,,,,46.0,,42605,1464,34441,1141,8164,323,,,,,,,,,,,,,,,,,,,,,,,,,0.815062,0.184938,,,,,,,,,,,0.0123,0.0079,37532,1131,30366,857,7166,274,0.808689,0.191311,,,,,81,1,1,0,0.659,,0.44,0.56,,,83.0,85.0,,,153,-4,125,-1,28,-3,153,-4,125,-1,28,-3,0,0,0,0,0,0,,,6,-1,0,0,7,0,,,,11,335,8,27,10,702,-64,855,-47,2878,81,2032,,"local",""
2020-04-23,2020-12-08T17:40:00.000+01:00,,3682,20,2984,16,698,4,,,,,,,,,,,,,,,,,,,,,,,,,0.81137,0.18863,0.49,0.51,,,,,,,46.0,,43603,998,35234,793,8369,205,,,,,,,,,,,,,,,,,,,,,,,,,0.814445,0.185555,,,,,,,,,,,0.0201,0.0202,38248,716,30925,559,7323,157,0.808142,0.191858,,,,,84,3,1,0,0.667,,0.453,0.547,,,83.0,85.0,,,136,-17,112,-13,24,-4,136,-17,112,-13,24,-4,0,0,0,0,0,0,,,5,-1,0,0,6,-1,,,,10,345,10,,9,641,-61,795,-60,2956,78,2105,,"local",""
2020-04-24,2020-12-08T17:40:00.000+01:00,,3714,32,3001,17,713,15,,,,,,,,,,,,,,,,,,,,,,,,,0.81029,0.18971,0.49,0.51,,,,,,,46.0,,45382,1779,36547,1313,8835,466,,,,,,,,,,,,,,,,,,,,,,,,,0.812704,0.187296,,,,,,,,,,,0.018,0.013,39473,1225,31837,912,7636,313,0.806489,0.193511,,,,,85,1,1,0,0.655,,0.442,0.558,,,84.0,85.0,,,134,-2,109,-3,25,1,134,-2,109,-3,25,1,0,0,0,0,0,0,,,5,0,0,0,5,-1,,,,10,358,13,,10,606,-35,764,-31,3022,66,2152,,"local",""
2020-04-25,2020-12-08T17:40:00.000+01:00,,3729,15,3013,12,716,3,,,,,,,,,,,,,,,,,,,,,,,,,0.81037,0.18963,0.49,0.51,,,,,,,46.0,,46172,790,37154,607,9018,183,,,,,,,,,,,,,,,,,,,,,,,,,0.81238,0.18762,,,,,,,,,,,0.019,0.0198,40071,598,32300,463,7771,135,0.806236,0.193764,,,,,88,3,1,0,0.667,,0.473,0.527,,,83.0,85.0,,,121,-13,98,-11,23,-2,121,-13,98,-11,23,-2,0,0,0,0,0,0,,,5,0,0,0,5,0,,,,9,365,7,,9,560,-46,720,-44,3080,58,2205,,"local",""
2020-04-26,2020-12-08T17:40:00.000+01:00,,3735,6,3018,5,717,1,,,,,,,,,,,,,,,,,,,,,,,,,0.80987,0.19013,0.49,0.51,,,,,,,46.0,,46316,144,37286,132,9030,12,,,,,,,,,,,,,,,,,,,,,,,,,0.812652,0.187348,,,,,,,,,,,0.0417,0.0379,40172,101,32392,92,7780,9,0.806501,0.193499,,,,,88,0,1,0,0.674,,0.438,0.562,,,83.0,84.0,,,120,-1,100,2,20,-3,120,-1,100,2,20,-3,0,0,0,0,0,0,,,5,0,0,0,5,0,,,,9,369,4,,10,550,-10,710,-10,3096,16,2220,,"local",""
2020-04-27,2020-12-08T17:40:00.000+01:00,,3747,12,3027,9,720,3,,,,,,,,,,,,,,,,,,,,,,,,,0.81101,0.18899,0.49,0.51,,,,,,,46.0,,47305,989,38046,760,9259,229,,,,,,,,,,,,,,,,,,,,,,,,,0.812226,0.187774,,,,,,,,,,,0.0122,0.0119,40869,697,32933,541,7936,156,0.806121,0.193879,,,,,89,1,1,0,0.663,,0.438,0.562,,,83.0,84.5,,,109,-11,89,-11,20,0,109,-11,89,-11,20,0,0,0,0,0,0,0,,,5,0,0,0,5,0,,,,7,386,17,,10,541,-9,710,0,3116,20,2228,,"local",""
2020-04-28,2020-12-08T17:40:00.000+01:00,,3780,33,3044,17,736,16,,,,,,,,,,,,,,,,,,,,,,,,,0.80923,0.19077,0.49,0.51,,,,,,,46.0,,49326,2021,39773,1727,9553,294,,,,,,,,,,,,,,,,,,,,,,,,,0.814688,0.185312,,,,,,,,,,,0.0163,0.0098,42491,1622,34347,1414,8144,208,0.808721,0.191279,,,,,89,0,1,0,0.663,,0.438,0.562,,,83.0,84.0,,,114,5,92,3,22,2,114,5,92,3,22,2,0,0,0,0,0,0,,,3,-2,0,0,3,-2,,,,7,403,17,,11,562,21,714,4,3128,12,2241,,"local",""
2020-04-29,2020-12-08T17:40:00.000+01:00,,3796,16,3054,10,742,6,,,,,,,,,,,,,,,,,,,,,,,,,0.8092,0.1908,0.489,0.511,,,,,,,46.0,,51442,2116,41659,1886,9783,230,,,,,,,,,,,,,,,,,,,,,,,,,0.818025,0.181975,,,,,,,,,,,0.0076,0.0053,44199,1708,35880,1533,8319,175,0.779894,0.220106,,,,,90,1,1,0,0.656,,0.433,0.567,,,83.0,84.5,,,102,-12,78,-14,24,2,102,-12,78,-14,24,2,0,0,0,0,0,0,,,3,0,0,0,3,0,,,,6,412,9,,11,497,-65,652,-62,3208,80,2312,,"local",""
2020-04-30,2020-12-08T17:40:00.000+01:00,,3810,14,3066,12,744,2,,,,,,,,,,,,,,,,,,,,,,,,,0.8101,0.1899,0.489,0.511,,,,,,,46.0,,53809,2367,43623,1964,10186,403,,,,,,,,,,,,,,,,,,,,,,,,,0.819035,0.180965,,,,,,,,,,,0.0059,0.0061,46048,1849,37434,1554,8614,295,0.813517,0.186483,,,,,92,2,1,0,,,,,,,84.0,85.0,,,91,-11,67,-11,24,0,91,-11,67,-11,24,0,0,0,0,0,0,0,,,3,0,0,0,3,0,,,,7,421,9,,11,456,-41,615,-37,3261,53,2359,,"local",""
2020-05-01,2020-12-08T17:40:00.000+01:00,,3817,7,3073,7,744,0,,,,,,,,,,,,,,,,,,,,,,,,,0.81191,0.18809,0.489,0.511,,,,,,,46.0,,55417,1608,45016,1393,10401,215,,,,,,,,,,,,,,,,,,,,,,,,,0.820692,0.179308,,,,,,,,,,,0.0044,0.005,47483,1435,38685,1251,8798,184,0.815343,0.184657,,,,,93,1,1,0,0.648,,0.44,0.56,,,84.0,85.0,,,104,13,79,12,25,1,104,13,79,12,25,1,0,0,0,0,0,0,,,3,0,0,0,3,0,,,,6,424,3,,9,413,-43,579,-36,3310,49,2401,,"local",""
2020-05-02,2020-12-08T17:40:00.000+01:00,,3829,12,3077,4,752,8,,,,,,,,,,,,,,,,,,,,,,,,,0.80988,0.19012,0.489,0.511,,,,,,,46.0,,56302,885,45710,694,10592,191,,,,,,,,,,,,,,,,,,,,,,,,,0.821545,0.178455,,,,,,,,,,,0.0136,0.0058,48119,636,39246,561,8873,75,0.816335,0.183665,,,,,96,3,1,0,0.632,,0.453,0.547,,,84.0,85.0,,,98,-6,74,-5,24,-1,98,-6,74,-5,24,-1,0,0,0,0,0,0,,,3,0,0,0,3,0,,,,6,427,3,,9,363,-50,525,-54,3369,59,2456,,"local",""
2020-05-03,2020-12-08T17:40:00.000+01:00,,3833,4,3081,4,752,0,,,,,,,,,,,,,,,,,,,,,,,,,0.81087,0.18913,0.489,0.511,,,,,,,46.0,,56582,280,45948,238,10634,42,,,,,,,,,,,,,,,,,,,,,,,,,0.821596,0.178404,,,,,,,,,,,0.0143,0.0168,48340,221,39430,184,8910,37,0.816457,0.183543,,,,,96,0,1,0,0.632,,0.453,0.547,,,84.0,85.0,,,96,-2,73,-1,23,-1,96,-2,73,-1,23,-1,0,0,0,0,0,0,,,3,0,0,0,3,0,,,,5,429,2,,8,342,-21,504,-21,3394,25,2481,,"local",""
2020-05-04,2020-12-08T17:40:00.000+01:00,,3845,12,3092,11,753,1,,,,,,,,,,,,,,,,,,,,,,,,,0.8112,0.1888,0.489,0.511,,,,,,,46.0,,57855,1273,46985,1037,10870,236,,,,,,,,,,,,,,,,,,,,,,,,,0.821468,0.178532,,,,,,,,,,,0.0094,0.0106,49309,969,40211,781,9098,188,0.816382,0.183618,0.49,0.51,,,98,2,1,0,0.639,0.36,0.454,0.55,,,84.0,85.0,,,93,-3,71,-2,22,-1,93,-3,71,-2,22,-1,0,0,0,0,0,0,,,3,0,0,0,3,0,,,,5,435,6,,7,345,3,511,7,3401,7,2483,,"local",""
2020-05-05,2020-12-08T17:40:00.000+01:00,,3856,11,3100,8,756,3,,,,,,,,,,,,,,,,,,,,,,,,,0.81096,0.18904,0.489,0.511,,,,,,,46.0,,59453,1598,48262,1277,11191,321,,,,,,,,,,,,,,,,,,,,,,,,,0.821144,0.178856,,,,,,,,,,,0.0069,0.0063,50546,1237,41197,986,9349,251,0.816267,0.183733,0.49,0.51,,,98,0,1,0,0.64,0.36,0.45,0.55,,,83.0,85.0,,,101,8,81,10,20,-2,101,8,81,10,20,-2,0,0,0,0,0,0,,,3,0,0,0,3,0,,,,5,447,12,,6,315,-30,485,-26,3442,41,2517,,"local",""
2020-05-06,2020-12-08T17:40:00.000+01:00,,3865,9,3106,6,759,3,,,,,,,,,,,,,,,,,,,,,,,,,0.81109,0.18891,0.4889,0.5111,,,,,,,46.0,,61303,1850,49695,1433,11608,417,,,,,,,,,,,,,,,,,,,,,,,,,0.819792,0.180208,,,,,,,,,,,0.0049,0.0042,51888,1342,42221,1024,9667,318,0.814947,0.185053,0.49,0.51,,,100,2,1,0,0.64,0.36,0.44,0.56,,,83.0,85.0,,,96,-5,75,-6,21,1,96,-5,75,-6,21,1,0,0,0,0,0,0,,,3,0,0,0,3,0,,,,4,451,4,,6,270,-45,453,-32,3494,52,2553,,"local",""
2020-05-07,2020-12-08T17:40:00.000+01:00,,3876,11,3111,5,765,6,,,,,,,,,,,,,,,,,,,,,,,,,0.80935,0.19065,0.4883,0.5117,,,,,,,46.0,,63157,1854,51015,1320,12142,534,,,,,,,,,,,,,,,,,,,,,,,,,0.816731,0.183269,,,,,,,,,,,0.0059,0.0038,53324,1436,43228,1007,10096,429,0.811887,0.188113,0.49,0.51,,,100,0,1,0,0.64,0.36,0.44,0.56,,,83.0,84.5,,,83,-13,67,-8,16,-5,83,-13,67,-8,16,-5,0,0,0,0,0,0,,,3,0,0,0,3,0,,,,3,456,5,,5,260,-10,434,-19,3515,21,2577,,"local",""
2020-05-08,2020-12-08T17:40:00.000+01:00,,3882,6,3114,3,768,3,,,,,,,,,,,,,,,,,,,,,,,,,0.80965,0.19035,0.4883,0.5117,,,,,,,46.0,,64856,1699,52327,1312,12529,387,,,,,,,,,,,,,,,,,,,,,,,,,0.817025,0.182975,,,,,,,,,,,0.0035,0.0023,54563,1239,44243,1015,10320,224,0.812175,0.187825,0.49,0.51,,,101,1,1,0,0.64,0.36,0.44,0.56,,,83.0,84.0,,,90,7,75,8,15,-1,90,7,75,8,15,-1,0,0,0,0,0,0,,,3,0,0,0,3,0,,,,3,466,10,,6,238,-22,405,-29,3542,27,2608,,"local",""
2020-05-09,2020-12-08T17:40:00.000+01:00,,3891,9,3122,8,769,1,,,,,,,,,,,,,,,,,,,,,,,,,0.80777,0.19223,0.4883,0.5117,,,,,,,46.0,,65723,867,53057,730,12666,137,,,,,,,,,,,,,,,,,,,,,,,,,0.817366,0.182634,,,,,,,,,,,0.0104,0.011,55256,693,44822,579,10434,114,0.812537,0.187463,0.49,0.51,,,101,0,1,0,0.65,0.35,0.44,0.56,,,83.0,84.0,,,82,-8,68,-7,14,-1,82,-8,68,-7,14,-1,0,0,0,0,0,0,,,3,0,0,0,3,0,,,,3,471,5,,6,210,-28,380,-25,3579,37,2641,,"local",""
2020-05-10,2020-12-08T17:40:00.000+01:00,,3893,2,3123,1,770,1,,,,,,,,,,,,,,,,,,,,,,,,,0.80967,0.19033,0.489,0.511,,,,,,,46.0,,65961,238,53269,212,12692,26,,,,,,,,,,,,,,,,,,,,,,,,,0.817657,0.182343,,,,,,,,,,,0.0084,0.0047,55421,165,44969,147,10452,18,0.812829,0.187171,0.49,0.51,,,101,0,1,0,0.65,0.35,0.44,0.56,,,83.0,84.0,,,77,-5,59,-9,18,4,77,-5,59,-9,18,4,0,0,0,0,0,0,,,3,0,0,0,3,0,,,,3,474,3,,6,193,-17,365,-15,3598,19,2657,,"local",""
2020-05-11,2020-12-08T17:40:00.000+01:00,,3900,7,3127,4,773,3,,,,,,,,,,,,,,,,,,,,,,,,,0.80971,0.19029,0.4889,0.5111,,,,,,,46.0,,67208,1247,54316,1047,12892,200,,,,,,,,,,,,,,,,,,,,,,,,,0.817985,0.182015,,,,,,,,,,,0.0056,0.0038,56400,979,45785,816,10615,163,0.813218,0.186782,0.49,0.51,,,102,1,1,0,0.65,0.35,0.43,0.57,,,83.0,84.5,,,78,1,56,-3,22,4,78,1,56,-3,22,4,0,0,0,0,0,0,,,1,-2,0,0,1,-2,,,,3,475,1,,6,191,-2,361,-4,3606,8,2664,,"local",""
2020-05-12,2020-12-08T17:40:00.000+01:00,,3910,10,3134,7,776,3,,,,,,,,,,,,,,,,,,,,,,,,,0.80968,0.19032,0.4883,0.5117,,,,,,,46.0,,68971,1763,55707,1391,13264,372,,,,,,,,,,,,,,,,,,,,,,,,,0.816756,0.183244,,,,,,,,,,,0.0057,0.005,57697,1297,46760,975,10937,322,0.812096,0.187904,0.49,0.51,,,103,1,1,0,0.65,0.35,0.44,0.56,,,84.0,85.0,,,79,1,57,1,22,0,79,1,57,1,22,0,0,0,0,0,0,0,,,1,0,0,0,1,0,,,,3,479,4,,5,180,-11,340,-21,3626,20,2691,,"local",""
2020-05-13,2020-12-08T17:40:00.000+01:00,,3922,12,3144,10,778,2,,,,,,,,,,,,,,,,,,,,,,,,,0.80766,0.19234,0.4879,0.5121,,,,,,,46.0,,70538,1567,56914,1207,13624,360,,,,,,,,,,,,,,,,,,,,,,,,,0.815433,0.184567,,,,,,,,,,,0.0077,0.0083,58844,1147,47614,854,11230,293,0.780697,0.219303,0.49,0.51,,,103,0,1,0,0.65,0.35,0.44,0.56,,,84.0,85.0,,,70,-9,59,2,11,-11,70,-9,59,2,11,-11,0,0,0,0,0,0,,,1,0,0,0,1,0,,,,3,486,7,,5,156,-24,323,-17,3662,36,2718,,"local",""
